SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-9-2019,Single Family Residential,22213 44th (Homesite North 9) Ave SE,Bothell,WA,98021,944900,5,4.0,Canyon Park,3260,4380,2019,147,290,102,Sold,,,http://www.redfin.com/WA/Bothell/22213-44th-Homesite-North-9-DR-SE-98021/home/167111207,NWMLS,1463754,N,Y,47.796236,-122.173745
PAST SALE,January-14-2020,Single Family Residential,17015 42nd Dr SE,Bothell,WA,98012,692500,4,2.5,North Creek,2513,3049,2015,20,276,50,Sold,,,http://www.redfin.com/WA/Bothell/17015-42nd-Dr-SE-98012/home/77296366,NWMLS,1545926,N,Y,47.8429297,-122.1755296
PAST SALE,September-24-2019,Single Family Residential,3614 198th Pl SE,Bothell,WA,98012,722000,3,2.5,Bothell,2142,3485,2015,132,337,85,Sold,,,http://www.redfin.com/WA/Bothell/3614-198th-Pl-SE-98012/home/105199259,NWMLS,1504244,N,Y,47.8172933,-122.1840803
PAST SALE,October-10-2019,Single Family Residential,22209 44th (Homesite North 8) Ave SE,Bothell,WA,98021,800000,4,2.75,Canyon Park,2425,3178,2019,116,330,102,Sold,,,http://www.redfin.com/WA/Bothell/22209-8th-Ave-SE-98021/home/167132924,NWMLS,1520404,N,Y,47.796406,-122.173397
PAST SALE,November-8-2019,Single Family Residential,4420 213th Pl SE Unit GC 26,Bothell,WA,98021,785595,4,2.75,North Creek,2708,7835,2019,87,290,63,Sold,,,http://www.redfin.com/WA/Bothell/4420-213th-Pl-SE-98021/unit-GC-26/home/169593197,NWMLS,1514608,N,Y,47.803989,-122.1765924
PAST SALE,October-30-2019,Single Family Residential,20027 34th Ave SE,Bothell,WA,98012,610000,3,2.5,Thrashers Corner,1788,6970,1996,96,341,42,Sold,,,http://www.redfin.com/WA/Bothell/20027-34th-Ave-SE-98012/home/2851249,NWMLS,1526217,N,Y,47.8152389,-122.1863478
PAST SALE,October-31-2019,Single Family Residential,3315 198th Pl SE,Bothell,WA,98012,455000,3,1.0,North Bothell,1476,9583,1971,95,308,,Sold,,,http://www.redfin.com/WA/Bothell/3315-198th-Pl-SE-98012/home/2690313,NWMLS,1464394,N,Y,47.8176443,-122.1881272
PAST SALE,,Mobile/Manufactured Home,3421 206th Pl SE,Bothell,WA,98012,365000,,,,1418,7841,2012,,257,,,,,http://www.redfin.com/WA/Bothell/3421-206th-Pl-SE-98012/home/2660795,,,N,Y,47.8106904,-122.1866136
PAST SALE,October-10-2019,Single Family Residential,22409 44th (Homesite South 2) Dr SE,Bothell,WA,98021,795240,5,2.75,Canyon Park,2582,3800,2019,116,308,102,Sold,,,http://www.redfin.com/WA/Bothell/22409-44th-Dr-SE-98021/home/167133071,NWMLS,1481150,N,Y,47.794216,-122.1734847
PAST SALE,September-30-2019,Single Family Residential,4430 213th St SE Unit GC 6,Bothell,WA,98021,774995,4,2.75,North Creek,2708,4600,2019,126,286,63,Sold,,,http://www.redfin.com/WA/Bothell/4430-213th-St-SE-98021/home/167129560,NWMLS,1480331,N,Y,47.804809288680104,-122.17307664529169
PAST SALE,December-10-2019,Single Family Residential,22225 43rd (Homesite North 16) Dr SE,Bothell,WA,98021,816650,5,2.75,Canyon Park,2582,3541,2019,55,316,102,Sold,,,http://www.redfin.com/WA/Bothell/22225-Drive-SE-98021/home/167885372,NWMLS,1490820,N,Y,47.796035,-122.174847
PAST SALE,December-13-2019,Single Family Residential,22429 44th (Homesite South 7) Dr SE,Bothell,WA,98021,804000,5,2.75,Canyon Park,2582,4020,2019,52,311,102,Sold,,,http://www.redfin.com/WA/Bothell/22429-7th-Dr-SE-98021/home/169509167,NWMLS,1517476,N,Y,47.793938,-122.173678
PAST SALE,December-13-2019,Single Family Residential,4424 213th Pl SE Unit GC 27,Bothell,WA,98021,775000,4,2.75,North Creek,2708,4280,2019,52,286,63,Sold,,,http://www.redfin.com/WA/Bothell/4424-213th-Pl-SE-98021/unit-GC-27/home/169526544,NWMLS,1517910,N,Y,47.803989,-122.1765924
PAST SALE,December-16-2019,Single Family Residential,22207 43rd (Homesite North 13) Dr SE,Bothell,WA,98021,819900,4,2.75,Canyon Park,2425,3459,2019,49,338,102,Sold,,,http://www.redfin.com/WA/Bothell/22207-13th-Dr-SE-98021/home/167212607,NWMLS,1486913,N,Y,47.796406,-122.173397
PAST SALE,December-18-2019,Single Family Residential,4431 213th Pl SE Unit GC 7,Bothell,WA,98021,789995,4,2.5,North Creek,2410,4712,2019,47,328,66,Sold,,,http://www.redfin.com/WA/Bothell/4431-213th-Pl-SE-98021/unit-GC-7/home/169749149,NWMLS,1549124,N,Y,47.803989,-122.1765924
PAST SALE,November-14-2019,Single Family Residential,23919 30th Dr SE,Bothell,WA,98021,850000,4,2.5,Bothell,2816,8276,2000,81,302,35,Sold,,,http://www.redfin.com/WA/Bothell/23919-30th-Dr-SE-98021/home/2881863,NWMLS,1511579,N,Y,47.7814017,-122.1914601
PAST SALE,December-23-2019,Single Family Residential,21318 43rd Dr SE Unit GC 14,Bothell,WA,98021,825000,5,3.75,North Creek,3102,3853,2019,42,266,63,Sold,,,http://www.redfin.com/WA/Bothell/21318-43rd-Dr-SE-98021/unit-GC-14/home/169428922,NWMLS,1514579,N,Y,47.8034426,-122.174528
PAST SALE,January-21-2020,Single Family Residential,22206 32nd Ave SE,Bothell,WA,98021,980000,5,3.0,Canyon Park,3616,8276,2010,13,271,40,Sold,,,http://www.redfin.com/WA/Bothell/22206-32nd-Ave-SE-98021/home/28556550,NWMLS,1542276,N,Y,47.7966549,-122.1900335
PAST SALE,December-19-2019,Single Family Residential,22424 44th (Homesite South 9) Dr SE,Bothell,WA,98021,849900,5,3.5,Canyon Park,2710,3905,2019,46,314,102,Sold,,,http://www.redfin.com/WA/Bothell/22424-44th-Homesite-South-9-DR-SE-98021/home/167180263,NWMLS,1539754,N,Y,47.793938,-122.173678
PAST SALE,August-14-2019,Mobile/Manufactured Home,3333 228th Ave SE Unit E,Bothell,WA,98021,117500,4,1.5,Bothell,1700,,1968,173,69,,Sold,,,http://www.redfin.com/WA/Bothell/3333-228th-St-SE-98021/unit-E/home/2871918,NWMLS,1436842,N,Y,47.7928866,-122.1899089
PAST SALE,August-15-2019,Townhouse,20030 94th Ave NE,Bothell,WA,98011,690000,4,3.25,Canyon Park,2778,270885,2014,172,248,68,Sold,,,http://www.redfin.com/WA/Bothell/20030-94th-Ave-NE-98011/home/55680367,NWMLS,1477676,N,Y,47.7738195,-122.2152132
PAST SALE,August-9-2019,Single Family Residential,4016 220th St SE,Bothell,WA,98021,839000,4,2.5,Bothell,3032,6016,2006,178,277,42,Sold,,,http://www.redfin.com/WA/Bothell/4016-220th-St-SE-98021/home/11880319,NWMLS,1476321,N,Y,47.7978344,-122.1789351
PAST SALE,November-13-2019,Single Family Residential,4325 232nd Pl SE #12,Bothell,WA,98021,799990,4,2.5,Canyon Park,2566,4372,2019,82,312,113,Sold,,,http://www.redfin.com/WA/Bothell/4325-232nd-Pl-SE-98021/unit-12/home/169589797,NWMLS,1451537,N,Y,47.7869655,-122.1952112
PAST SALE,November-14-2019,Single Family Residential,1622 230th St SW,Bothell,WA,98021,856000,4,3.0,Bothell,3000,7405,2019,81,285,,Sold,,,http://www.redfin.com/WA/Bothell/1622-230th-St-SW-98021/home/161095501,NWMLS,1514273,N,Y,47.7897551,-122.2551631
PAST SALE,August-30-2019,Single Family Residential,23219 13th Ave SE #2,Bothell,WA,98021,1016498,5,2.75,Canyon Park,3112,9760,2019,157,327,83,Sold,,,http://www.redfin.com/WA/Bothell/23219-13th-Ave-SE-98021/unit-2/home/168847106,NWMLS,1443286,N,Y,47.7856867,-122.2154498
PAST SALE,September-4-2019,Mobile/Manufactured Home,23825 15th Ave SE #36,Bothell,WA,98021,129950,3,2.0,Canyon Park,1440,,1973,152,90,,Sold,,,http://www.redfin.com/WA/Bothell/23825-15th-Ave-SE-98021/unit-36/home/2874482,NWMLS,1501710,N,Y,47.78206,-122.2098023
PAST SALE,September-5-2019,Mobile/Manufactured Home,100 228th St SE Unit 18B,Bothell,WA,98021,9885,1,1.0,Bothell,510,,1968,151,19,,Sold,,,http://www.redfin.com/WA/Bothell/100-228th-St-SE-98021/unit-18B/home/2877487,NWMLS,1502793,N,Y,47.7908687,-122.2310834
PAST SALE,October-26-2019,Mobile/Manufactured Home,17138 117th Ct NE,Bothell,WA,98011,355000,3,2.0,Bothell,1512,5543,1985,100,235,150,Sold,,,http://www.redfin.com/WA/Bothell/17138-117th-Ct-NE-98011/home/55554368,NWMLS,1503470,N,Y,47.7526518,-122.1846404
PAST SALE,September-10-2019,Single Family Residential,1319 232nd Pl SW,Bothell,WA,98021,550000,3,1.75,Bothell,1460,6098,1985,146,377,4,Sold,,,http://www.redfin.com/WA/Bothell/1319-232nd-Pl-SW-98021/home/2806206,NWMLS,1496157,N,Y,47.7878249,-122.2513131
PAST SALE,September-19-2019,Townhouse,23627 5th (Lot #48) Ave SE,Bothell,WA,98021,607990,3,3.0,Canyon Park,1801,1000,2019,137,338,150,Sold,,,http://www.redfin.com/WA/Bothell/23627-48th-Ave-SE-98021/home/167173396,NWMLS,1485024,N,Y,47.781568,-122.225212
PAST SALE,September-19-2019,Single Family Residential,225 233rd Pl SE #1,Bothell,WA,98021,1300000,5,3.25,Bothell,3809,11761,2018,137,341,,Sold,,,http://www.redfin.com/WA/Bothell/225-233rd-Pl-SE-98021/unit-1/home/168696896,NWMLS,1508532,N,Y,47.7864988,-122.2283879
PAST SALE,September-17-2019,Single Family Residential,13 242nd (Lot 15) St SE,Bothell,WA,98021,1158880,5,3.25,Canyon Park,3978,10161,2019,139,291,92,Sold,,,http://www.redfin.com/WA/Bothell/13-242nd-St-SE-98021/home/160699020,NWMLS,1424669,N,Y,47.7792942,-122.2322803
PAST SALE,September-27-2019,Single Family Residential,1102 235th Pl SW,Bothell,WA,98021,622000,3,2.25,Bothell,1616,10890,1988,129,385,25,Sold,,,http://www.redfin.com/WA/Bothell/1102-235th-Pl-SW-98021/home/2810015,NWMLS,1505240,N,Y,47.7844029,-122.247718
PAST SALE,,Multi-Family (2-4 Unit),24314 Carter Rd,Bothell,WA,98021,555000,4,2.0,,1560,16553,1987,,356,,,,,http://www.redfin.com/WA/Bothell/24314-Carter-Rd-98021/home/2655225,,,N,Y,47.7781326,-122.254562
PAST SALE,October-21-2019,Single Family Residential,20042 94th Ave NE,Bothell,WA,98011,690000,4,3.25,Canyon Park,2778,3320,2014,105,248,55,Sold,,,http://www.redfin.com/WA/Bothell/20042-94th-Ave-NE-98011/home/56558195,NWMLS,1508953,N,Y,47.7741347,-122.2152621
PAST SALE,October-21-2019,Single Family Residential,4329 232nd Pl SE #13,Bothell,WA,98021,847328,5,2.75,Canyon Park,3029,4831,2019,105,280,113,Sold,,,http://www.redfin.com/WA/Bothell/4329-232nd-Pl-SE-98021/unit-13/home/169504206,NWMLS,1451540,N,Y,47.7869655,-122.1952112
PAST SALE,November-4-2019,Single Family Residential,23009 41st Dr SE,Bothell,WA,98021,884950,5,3.25,Bothell,3195,4350,2019,91,277,59,Sold,,,http://www.redfin.com/WA/Bothell/23009-41st-Dr-SE-98021/home/163765392,NWMLS,1445920,N,Y,47.789405182547,-122.177710505557
PAST SALE,November-4-2019,Single Family Residential,4403 232nd Pl SE #14,Bothell,WA,98021,861412,5,2.75,Canyon Park,3140,4830,2019,91,274,113,Sold,,,http://www.redfin.com/WA/Bothell/4403-232nd-Pl-SE-98021/unit-14/home/169593157,NWMLS,1451551,N,Y,47.7869655,-122.1952112
PAST SALE,,Single Family Residential,20040 95th Pl NE,Bothell,WA,98011,400000,5,1.75,,1630,9600,1966,,245,,,,,http://www.redfin.com/WA/Bothell/20040-95th-Pl-NE-98011/home/285765,,,N,Y,47.774142,-122.213391
PAST SALE,November-7-2019,Single Family Residential,2513 241st St SE,Bothell,WA,98021,690000,3,2.5,Canyon Park,1912,9583,1987,88,361,,Sold,,,http://www.redfin.com/WA/Bothell/2513-241st-St-SE-98021/home/2810073,NWMLS,1509217,N,Y,47.7793304,-122.198345
PAST SALE,October-31-2019,Mobile/Manufactured Home,23708 Locust Way Unit 34B,Bothell,WA,98021,62500,2,1.75,Kenmore,1116,,1977,95,56,,Sold,,,http://www.redfin.com/WA/Bothell/23708-Locust-Way-98021/unit-34B/home/2872972,NWMLS,1517346,N,Y,47.781956,-122.259177
PAST SALE,October-29-2019,Mobile/Manufactured Home,19147 130th Ave NE,Bothell,WA,98011,300000,2,2.0,Holly Hills,1300,3849,1970,97,231,25,Sold,,,http://www.redfin.com/WA/Bothell/19147-130th-Ave-NE-98011/home/17080387,NWMLS,1529461,N,Y,47.7648156,-122.1672971
PAST SALE,December-4-2019,Single Family Residential,21933 40th Ave SE,Bothell,WA,98021,824950,4,2.5,Canyon Park,3118,6534,2005,61,265,42,Sold,,,http://www.redfin.com/WA/Bothell/21933-40th-Ave-SE-98021/home/2915142,NWMLS,1520496,N,Y,47.798204,-122.1789197
PAST SALE,December-5-2019,Condo/Co-op,3908 243rd Pl SE Unit Q201,Bothell,WA,98021,291150,2,1.5,Bothell,871,701709,1997,60,334,375,Sold,,,http://www.redfin.com/WA/Bothell/3908-243rd-Pl-SE-98021/unit-Q201/home/11884613,NWMLS,1509353,N,Y,47.7771979,-122.1774966
PAST SALE,December-19-2019,Single Family Residential,22425 44th (Homesite South 6) Dr SE,Bothell,WA,98021,795000,4,2.75,Canyon Park,2425,3409,2019,46,328,102,Sold,,,http://www.redfin.com/WA/Bothell/22425-6th-Dr-SE-98021/home/167171163,NWMLS,1537939,N,Y,47.793938,-122.173678
PAST SALE,December-23-2019,Single Family Residential,4314 232nd Pl SE #8,Bothell,WA,98021,897595,5,2.75,Canyon Park,3029,4201,2019,42,296,113,Sold,,,http://www.redfin.com/WA/Bothell/4314-232nd-Pl-SE-98021/unit-8/home/169635784,NWMLS,1537644,N,Y,47.7869655,-122.1952112
PAST SALE,December-16-2019,Single Family Residential,22721 44th Dr SE,Bothell,WA,98021,615000,3,2.25,Canyon Park,2382,3920,2006,49,258,100,Sold,,,http://www.redfin.com/WA/Bothell/22721-44th-Dr-SE-98021/home/17087020,NWMLS,1526481,N,Y,47.7913077,-122.1733939
PAST SALE,,Single Family Residential,4328 232nd Pl SE,Bothell,WA,98021,813379,4,3.0,,2651,3974,2019,,307,,,,,http://www.redfin.com/WA/Bothell/4328-232nd-Pl-SE-98021/home/166852886,,,N,Y,47.7867255,-122.1741994
PAST SALE,December-26-2019,Single Family Residential,4321 232nd Pl SE #11,Bothell,WA,98021,799990,3,2.5,Canyon Park,2651,3830,2019,39,302,113,Sold,,,http://www.redfin.com/WA/Bothell/4321-232nd-Pl-SE-98021/unit-11/home/169439617,NWMLS,1451376,N,Y,47.7869655,-122.1952112
PAST SALE,December-27-2019,Single Family Residential,4320 232nd Pl SE #6,Bothell,WA,98021,799990,4,2.5,Canyon Park,2566,3427,2019,38,312,113,Sold,,,http://www.redfin.com/WA/Bothell/4320-232nd-Pl-SE-98021/unit-6/home/169439614,NWMLS,1519413,N,Y,47.7869655,-122.1952112
PAST SALE,December-27-2019,Single Family Residential,4313 232nd Pl SE #9,Bothell,WA,98021,853803,3,2.5,Canyon Park,2651,4105,2019,38,322,113,Sold,,,http://www.redfin.com/WA/Bothell/4313-232nd-Pl-SE-98021/unit-9/home/169633748,NWMLS,1537528,N,Y,47.7869655,-122.1952112
PAST SALE,September-30-2019,Single Family Residential,4407 232nd Pl SE #15,Bothell,WA,98021,862945,5,2.75,Canyon Park,3140,4829,2019,126,275,113,Sold,,,http://www.redfin.com/WA/Bothell/4407-232nd-Pl-SE-98021/home/165202851,NWMLS,1451556,N,Y,47.7869266,-122.1737395
PAST SALE,December-30-2019,Single Family Residential,4318 232nd Pl SE #7,Bothell,WA,98021,828568,3,2.5,Canyon Park,2651,4890,2019,35,313,113,Sold,,,http://www.redfin.com/WA/Bothell/4318-232nd-Pl-SE-98021/unit-7/home/169439615,NWMLS,1500284,N,Y,47.7869655,-122.1952112
PAST SALE,December-16-2019,Townhouse,508 237th (Lot #33) St SE Unit A,Bothell,WA,98021,688182,4,3.0,Canyon Park,2247,1000,2019,49,306,150,Sold,,,http://www.redfin.com/WA/Bothell/508-237th-St-SE-98021/unit-A/home/163311507,NWMLS,1443543,N,Y,47.7828996,-122.223239
PAST SALE,December-18-2019,Single Family Residential,22330 35th Dr SE,Bothell,WA,98021,730000,4,2.5,Bothell,2449,3920,2011,47,298,45,Sold,,,http://www.redfin.com/WA/Bothell/22330-35th-Dr-SE-98021/home/45390400,NWMLS,1539146,N,Y,47.7944596,-122.1862169
PAST SALE,November-12-2019,Single Family Residential,17126 94th (Home Site 25) Pl NE,Bothell,WA,98011,1380005,6,3.75,Bothell,4216,7194,2019,83,327,111,Sold,,,http://www.redfin.com/WA/Bothell/17126-94th-Home-Site-25-Pl-NE-98011/home/145340081,NWMLS,1275406,N,Y,47.752545,-122.215563
PAST SALE,November-18-2019,Single Family Residential,3421 164th Pl SE,Bothell,WA,98012,426000,3,2.5,Bothell,1682,2099,2012,77,253,100,Sold,,,http://www.redfin.com/WA/Bothell/3421-164th-Pl-SE-98012/home/45390308,NWMLS,1520251,N,Y,47.848453,-122.186132
